user_id,movie_id
1,1265
1,943
1,1226
1,163
1,2291
1,1270
1,1240
1,1206
1,3702
1,3033
1,593
1,47
1,2353
1,3147
1,527
1,5060
1,1090
1,1224
1,151
1,3448
1,780
1,1298
1,3053
1,157
1,1445
1,553
1,2478
1,2012
1,2492
3,647
3,1272
3,1093
3,2288
3,3210
3,6835
3,7991
3,5746
3,5181
3,4518
3,70946
3,5919
3,2851
3,26409
3,1587
3,5764
3,7899
3,3024
3,72378
3,2018
3,1302
3,6238
3,1124
3,688
3,3949
3,2090
3,527
3,5048
3,2424
4,351
4,4121
4,441
4,2109
4,2874
4,45
4,21
4,3591
4,708
4,1580
4,2406
4,2145
4,3033
4,3809
4,4226
4,4260
4,4967
4,4765
4,4881
4,4252
4,4308
4,4902
4,4347
4,4641
4,4273
4,4381
4,4741
4,4896
4,4246
5,50
5,364
5,527
5,39
5,1
5,597
5,265
5,367
5,515
5,21
5,58
5,261
5,357
5,594
5,531
5,589
5,608
5,36
5,232
5,253
5,410
5,596
5,266
5,290
5,475
5,534
5,247
5,300
5,474
6,189
6,837
6,891
6,113
6,251
6,1082
6,201
6,210
6,996
6,848
6,881
6,697
6,359
6,867
6,999
6,888
6,775
6,1042
6,986
6,795
6,1004
6,981
6,1064
6,1006
6,1049
6,979
6,991
6,1061
6,780
7,32296
7,33794
7,34048
7,33493
7,34319
7,8908
7,32031
7,33836
7,32587
7,42002
7,38388
7,45517
7,45499
7,6534
7,46530
7,45668
7,45730
7,3994
7,8783
7,4844
7,48783
7,37741
7,49272
7,48516
7,49824
7,7155
7,48997
7,49278
7,49286
8,480
8,34
8,47
8,364
8,454
8,21
8,367
8,32
8,500
8,39
8,50
8,317
8,377
8,432
8,586
8,587
8,440
8,527
8,539
8,597
8,236
8,282
8,357
8,2
8,11
8,186
8,252
8,141
8,235
9,5451
9,5481
9,5507
9,5952
9,5902
9,5872
9,5956
9,922
9,923
9,3735
9,4993
9,2300
9,6001
9,1095
9,1270
9,627
9,187
9,5893
9,5965
9,2011
9,2877
9,4131
9,2012
9,5843
9,5988
9,6044
9,5841
9,5891
9,5962
10,72737
10,70293
10,112006
10,33145
10,8970
10,95167
10,113394
10,4447
10,61250
10,3882
10,6535
10,82499
10,86548
10,7154
10,107141
10,69844
10,105211
10,88810
10,7451
10,81847
10,5066
10,80549
10,95543
10,51834
10,7149
10,72330
10,47099
10,7293
10,1088
11,1573
11,1616
11,165
11,44
11,153
11,170
11,1100
11,1438
11,1604
11,1687
11,376
11,434
11,1391
11,208
11,466
11,493
11,1721
11,529
11,1784
11,318
11,593
11,1693
11,1704
11,36
11,1358
11,1584
11,1923
11,2027
11,368
12,261
12,277
12,256
12,1405
12,2694
12,1357
12,2717
12,2581
12,830
12,222
12,3967
12,2421
12,2072
12,2572
12,838
12,357
12,920
12,1265
12,6942
12,8533
12,40629
12,3668
12,2485
12,168
12,5620
12,4018
12,63992
12,1721
12,39
13,2174
13,2541
13,1198
13,305
13,597
13,2145
13,2571
13,1173
13,1590
13,3897
13,3513
13,3893
13,3952
13,4011
13,3409
13,3798
13,4148
13,47
13,1619
13,3578
13,3624
13,3753
13,3793
13,3996
13,3300
13,3717
13,3827
13,3977
13,3863
14,282
14,337
14,356
14,553
14,480
14,95
14,377
14,509
14,105
14,193
14,527
14,25
14,539
14,597
14,586
14,508
14,552
14,477
14,376
14,4
14,491
14,351
14,383
14,540
14,455
14,7
14,524
14,448
14,784
15,120466
15,91500
15,48774
15,103249
15,4370
15,122924
15,3156
15,84954
15,60069
15,68954
15,4886
15,364
15,50872
15,4306
15,1
15,8961
15,6377
15,5971
15,588
15,5618
15,2081
15,158872
15,71057
15,152081
15,2085
15,8360
15,596
15,71264
15,63859
16,3000
16,1247
16,1617
16,1230
16,1281
16,1299
16,1219
16,1089
16,2762
16,6350
16,68954
16,27611
16,48394
16,47
16,78499
16,60069
16,1214
16,1223
16,293
16,3949
16,4011
16,3741
16,3683
16,1199
16,4878
16,91529
16,356
16,1704
16,1222
17,3681
17,293
17,750
17,77455
17,47
17,6016
17,5618
17,2858
17,7099
17,27773
17,1258
17,541
17,6350
17,1206
17,1090
17,3949
17,64839
17,48394
17,31658
17,6870
17,1358
17,1732
17,1466
17,3147
17,2502
17,68358
17,5971
17,111
17,1228
18,3896
18,555
18,171023
18,122918
18,122926
18,90600
18,180777
18,7753
18,158972
18,2184
18,3253
18,176101
18,102903
18,159093
18,96488
18,5120
18,164179
18,913
18,1193
18,98585
18,96432
18,53129
18,51357
18,27878
18,185135
18,177593
18,6787
18,180095
18,166015
19,3257
19,880
19,2446
19,3005
19,540
19,1590
19,742
19,1499
19,3056
19,291
19,640
19,839
19,1718
19,3113
19,92
19,1556
19,1798
19,427
19,1427
19,913
19,3683
19,1179
19,904
19,924
19,2467
19,350
19,1892
19,2184
19,2267
20,4638
20,4643
20,4310
20,3999
20,3623
20,5463
20,4367
20,4270
20,5507
20,3744
20,4161
20,5313
20,1035
20,2565
20,1947
20,3549
20,899
20,2941
20,5693
20,2746
20,2300
20,1380
20,4039
20,1489
20,2657
20,6358
20,1088
20,2092
20,2135
21,167036
21,166492
21,173307
21,135536
21,122922
21,168248
21,296
21,164179
21,168252
21,108190
21,152081
21,69122
21,126548
21,112138
21,902
21,79592
21,4700
21,2953
21,2052
21,138036
21,47997
21,2717
21,96588
21,2174
21,32296
21,30793
21,6155
21,60397
21,164909
22,3751
22,5015
22,5388
22,4036
22,58559
22,31658
22,68358
22,38038
22,54286
22,56367
22,55765
22,59315
22,49272
22,6377
22,8958
22,4995
22,8970
22,4886
22,5418
22,8784
22,3578
22,36529
22,44191
22,69122
22,6539
22,4903
22,5464
22,4306
22,54503
23,741
23,1258
23,6721
23,1080
23,1217
23,1222
23,293
23,778
23,1266
23,1249
23,32
23,4027
23,6440
23,1200
23,1243
23,1952
23,3424
23,3462
23,7932
23,1136
23,7069
23,6234
23,454
23,1425
23,300
23,1036
23,2194
23,6
23,2726
24,1704
24,31685
24,38061
24,64957
24,31696
24,134130
24,122886
24,134853
24,593
24,3147
24,318
24,1246
24,1682
24,296
24,50
24,780
24,32
24,608
24,139385
24,2686
24,2134
24,72011
24,4489
24,1297
24,86882
24,45672
24,5791
24,5943
24,132660
27,2174
27,3479
27,2054
27,367
27,3489
27,2012
27,2478
27,3037
27,3508
27,1197
27,1198
27,2985
27,3104
27,1101
27,2115
27,2406
27,1876
27,2094
27,3697
27,2151
27,2150
27,913
27,2311
27,1270
27,2407
27,3033
27,2532
27,2530
27,2628
28,68237
28,7361
28,71106
28,1253
28,72998
28,32587
28,1748
28,70286
28,71135
28,56174
28,4874
28,65982
28,33004
28,2985
28,5502
28,1480
28,3033
28,316
28,68791
28,72378
28,37386
28,3156
28,1590
28,4343
28,4446
28,70336
28,172
28,43928
28,69849
29,87306
29,82459
29,750
29,64620
29,7379
29,1617
29,99114
29,98961
29,80489
29,1939
29,3363
29,914
29,27611
29,356
29,296
29,150
29,780
29,2028
29,165
29,316
29,3578
29,111759
29,111362
29,5010
29,5464
29,6502
29,1408
29,104841
29,4223
30,1210
30,7153
30,1291
30,108932
30,95510
30,97913
30,96821
30,116823
30,93510
30,58559
30,5952
30,4993
30,79132
30,112852
30,589
30,1200
30,1036
30,33794
30,122904
30,68358
30,109487
30,59315
30,111759
30,1240
30,68954
30,91529
30,60069
30,110
30,115617
31,852
31,344
31,588
31,10
31,165
31,339
31,377
31,1136
31,1196
31,1197
31,1198
31,1200
31,1240
31,912
31,1214
31,1278
31,1099
31,1265
31,1036
31,1231
31,1246
31,1270
31,5060
31,1282
31,1302
31,1405
31,1393
31,605
31,612
32,339
32,538
32,539
32,1103
32,1197
32,327
32,357
32,471
32,912
32,1080
32,1196
32,203
32,24
32,39
32,337
32,527
32,194
32,353
32,361
32,440
32,1086
32,1198
32,246
32,282
32,553
32,1036
32,1084
32,1224
32,224
33,2310
33,2875
33,43
33,2112
33,249
33,272
33,318
33,1095
33,805
33,1027
33,1621
33,322
33,1487
33,296
33,1841
33,1580
33,2302
33,2355
33,2539
33,2690
33,1500
33,1614
33,1777
33,339
33,2485
33,914
33,919
33,2080
33,2087
34,6378
34,45499
34,163
34,2324
34,26606
34,7451
34,3000
34,27193
34,6857
34,589
34,31184
34,5146
34,8622
34,1036
34,6721
34,6387
34,27728
34,44974
34,27801
34,6618
34,3052
34,3624
34,6567
34,31685
34,6242
34,2443
34,4643
34,3489
34,2424
36,3798
36,2376
36,2581
36,2359
36,2794
36,2735
36,2082
36,1597
36,1262
36,1015
36,996
36,1086
36,1892
36,544
36,548
36,6662
36,5312
36,5171
36,5093
36,4220
36,3861
36,3270
36,3766
36,3308
36,3066
36,2269
36,3347
36,908
36,318
38,235
38,508
38,168
38,551
38,48
38,62
38,555
38,585
38,193
38,224
38,368
38,736
38,105
38,648
38,223
38,355
38,485
38,237
38,273
38,497
38,466
38,163
38,246
38,468
38,342
38,552
38,203
38,376
38,222
39,858
39,1196
39,1198
39,1221
39,2692
39,3000
39,1287
39,1291
39,1954
39,2947
39,3418
39,3178
39,457
39,1127
39,1215
39,1408
39,296
39,1213
39,47
39,592
39,2912
39,3328
39,2580
39,1500
39,1729
39,2391
39,1073
39,1967
39,2174
40,509
40,314
40,616
40,159
40,551
40,350
40,353
40,421
40,585
40,46
40,515
40,330
40,26
40,312
40,376
40,146
40,371
40,491
40,609
40,383
40,362
40,514
40,82
40,228
40,199
40,205
40,126
40,121
40,685
41,5449
41,55765
41,31685
41,3916
41,4878
41,116897
41,3301
41,104879
41,8874
41,2160
41,4848
41,88129
41,55820
41,4014
41,66097
41,7173
41,2712
41,6373
41,4027
41,46723
41,5418
41,1485
41,3968
41,51662
41,357
41,7149
41,101525
41,6763
41,6287
42,4629
42,4654
42,4466
42,4487
42,1975
42,2404
42,4477
42,4565
42,1976
42,3693
42,3694
42,260
42,2997
42,912
42,2707
42,2827
42,2694
42,2771
42,3005
42,2541
42,2722
42,2369
42,2861
42,2580
42,2713
42,2805
42,1513
42,2724
42,2987
43,542
43,783
43,262
43,79
43,661
43,1073
43,788
43,57
43,259
43,575
43,107
43,325
43,343
43,271
43,1084
43,8
43,631
43,711
43,609
43,238
43,217
43,102
43,29
43,810
43,484
43,828
43,1105
43,1064
43,1356
44,852
44,12
44,673
44,1405
44,785
44,1391
44,849
44,18
44,667
44,663
44,891
44,836
44,1120
44,833
44,94
44,1210
44,1476
44,842
44,1429
44,1393
44,1552
44,65
44,1517
44,798
44,66
44,889
44,1544
44,605
44,1639
45,33493
45,33679
45,33004
45,33145
45,33495
45,32
45,6
45,2716
45,1246
45,1682
45,2115
45,1407
45,832
45,1370
45,370
45,2268
45,2712
45,1608
45,186
45,1028
45,54286
45,54272
45,53996
45,53993
45,50872
45,53322
45,53125
45,53121
45,51080
46,292
46,339
46,434
46,1
46,185
46,208
46,253
46,593
46,288
46,380
46,457
46,110
46,225
46,300
46,39
46,32
46,50
46,111
46,266
46,160
46,364
46,432
46,435
46,454
46,173
46,236
46,282
46,315
46,367
47,1721
47,160980
47,1580
47,69122
47,140247
47,2797
47,5108
47,3408
47,4022
47,148626
47,6765
47,88405
47,500
47,145839
47,81591
47,4487
47,139385
47,4474
47,4776
47,31685
47,105504
47,137337
47,4878
47,5679
47,48385
47,30793
47,4975
47,5991
47,2291
48,1653
48,1485
48,2617
48,172
48,2194
48,2353
48,168
48,48
48,1320
48,1625
48,2081
48,3623
48,4886
48,1356
48,1584
48,1527
48,2571
48,780
48,1580
48,1690
48,3793
48,6333
48,5445
48,5903
48,5349
48,8636
48,5882
48,8371
48,1193
50,112552
50,2959
50,58559
50,6711
50,1387
50,7247
50,8879
50,914
50,32031
50,175693
50,174403
50,27773
50,8961
50,1028
50,1199
50,26422
50,26258
50,164280
50,111732
50,190183
50,2019
50,4399
50,188301
50,111
50,1251
50,4282
50,46862
50,105250
50,1201
51,919
51,719
51,661
51,653
51,616
51,610
51,555
51,551
51,442
51,387
51,317
51,186
51,170
51,70
51,7
51,3
51,2
51,59900
51,58559
51,56367
51,51662
51,60487
51,1257
51,5672
51,6371
51,57532
51,4241
51,3799
51,59306
52,48738
52,63113
52,57368
52,61132
52,52281
52,37733
52,55118
52,48304
52,55276
52,52328
52,34437
52,40583
52,54995
52,47200
52,47997
52,64620
52,52245
52,51077
52,55363
52,57528
52,59900
52,54999
52,33646
52,62374
52,56801
52,54736
52,49651
52,50794
52,39444
54,1
54,588
54,161
54,318
54,329
54,339
54,595
54,32
54,205
54,110
54,194
54,288
54,17
54,50
54,639
54,457
54,593
54,356
54,47
54,410
54,454
54,480
54,589
54,21
54,377
54,420
54,500
54,586
54,469
56,208
56,253
56,457
56,110
56,288
56,410
56,19
56,47
56,225
56,317
56,364
56,420
56,454
56,39
56,160
56,356
56,367
56,480
56,173
56,315
56,589
56,11
56,196
56,333
56,493
56,733
56,69
56,370
56,786
57,89
57,3426
57,1441
57,494
57,1614
57,3159
57,783
57,3614
57,382
57,1027
57,158
57,518
57,1688
57,2961
57,3272
57,707
57,1884
57,2297
57,1866
57,1416
57,2429
57,3208
57,305
57,379
57,2605
57,3259
57,520
57,1726
57,1646
58,276
58,5
58,342
58,203
58,362
58,529
58,218
58,280
58,455
58,543
58,222
58,540
58,596
58,616
58,327
58,475
58,216
58,345
58,419
58,234
58,371
58,477
58,3
58,7
58,248
58,372
58,249
58,708
58,1073
59,3075
59,1086
59,1674
59,1953
59,2160
59,3204
59,928
59,1244
59,1247
59,1188
59,1094
59,2020
59,906
59,2076
59,1625
59,3386
59,350
59,260
59,1097
59,2968
59,367
59,2174
59,1428
59,1361
59,1797
59,3462
59,1221
59,2726
59,2352
61,1080
61,1258
61,1304
61,1653
61,173
61,4993
61,1213
61,4878
61,27831
61,7438
61,7153
61,1089
61,4226
61,6796
61,1090
61,293
61,3949
61,4011
61,6874
61,50
61,32
61,30707
61,1214
61,555
61,1201
61,6502
61,318
61,7361
61,593
62,79357
62,183611
62,27706
62,49130
62,60126
62,187593
62,68848
62,184471
62,116897
62,2
62,104863
62,58047
62,61024
62,63992
62,60756
62,179401
62,187595
62,107348
62,96861
62,71535
62,37729
62,5388
62,135518
62,111743
62,27831
62,38061
62,1265
62,46976
62,49530
63,3617
63,41566
63,53125
63,92535
63,3868
63,1148
63,745
63,1223
63,108932
63,89753
63,6350
63,6104
63,67997
63,97913
63,64285
63,92494
63,27846
63,49272
63,68358
63,30793
63,4816
63,3555
63,8361
63,4299
63,106696
63,59615
63,53000
63,89904
63,1203
64,207
64,697
64,3105
64,3005
64,1042
64,355
64,3273
64,1061
64,6944
64,1994
64,6331
64,1644
64,2369
64,5308
64,7139
64,3969
64,3100
64,1883
64,1717
64,6155
64,1029
64,2313
64,5152
64,1345
64,3556
64,647
64,2394
64,2826
64,2018
65,91542
65,97921
65,44191
65,116797
65,527
65,4226
65,2329
65,3147
65,46976
65,1682
65,1036
65,1246
65,89774
65,122904
65,55247
65,7458
65,36529
65,97752
65,8798
65,33660
65,2028
65,74458
65,109487
65,64614
65,48780
65,79132
65,58559
65,111759
65,47610
66,5265
66,4572
66,4654
66,4158
66,4149
66,4041
66,4231
66,4079
66,3740
66,3444
66,3686
66,3201
66,3063
66,3074
66,3029
66,2956
66,2261
66,2312
66,1862
66,1769
66,1541
66,1346
66,1382
66,1004
66,523
66,415
66,248
66,181
66,51255
67,1527
67,8604
67,27193
67,8605
67,5574
67,5628
67,296
67,79132
67,1270
67,589
67,1036
67,4306
67,6377
67,4886
67,293
67,6539
67,68157
67,60069
67,5418
67,318
67,356
67,7153
67,5952
67,4993
67,1291
67,152081
67,99114
67,2011
67,2012
68,106489
68,119145
68,164179
68,83134
68,166528
68,122922
68,104841
68,106782
68,152081
68,99114
68,122882
68,109374
68,30749
68,112183
68,139385
68,116823
68,103249
68,117529
68,86880
68,95441
68,118696
68,112175
68,102407
68,4366
68,107406
68,114762
68,111362
68,18
68,91094
69,553
69,296
69,1266
69,3671
69,3552
69,4020
69,4880
69,1610
69,4848
69,1101
69,4876
69,4744
69,3793
69,3863
69,3994
69,4370
69,4643
69,1580
69,1917
69,2628
69,924
69,4963
69,4448
69,50
69,318
69,593
69,2762
69,4027
69,4022
70,8949
70,63082
70,1210
70,1259
70,858
70,1270
70,527
70,356
70,1293
70,1246
70,2918
70,3468
70,953
70,5995
70,1288
70,4995
70,1304
70,3147
70,55820
70,1968
70,1682
70,1193
70,1300
70,3361
70,36
70,246
70,5669
70,1303
70,1250
71,260
71,494
71,608
71,733
71,1073
71,7
71,788
71,1356
71,802
71,1210
71,852
71,609
71,647
71,707
71,86
71,1544
71,837
71,1004
71,801
71,208
71,160
71,648
71,1101
71,165
71,1036
71,1370
71,589
71,1240
71,24
72,858
72,1221
72,1193
72,527
72,50
72,296
72,356
72,593
72,318
72,260
72,457
72,110
72,150
72,590
72,589
72,780
72,1210
72,32
72,377
72,344
72,2858
72,2571
72,47
72,1198
72,1196
72,1270
72,165
72,648
72,2329
73,111362
73,68319
73,8807
73,81562
73,1206
73,1193
73,924
73,3671
73,91529
73,87232
73,115617
73,91542
73,102445
73,110102
73,61024
73,63992
73,89492
73,95510
73,72378
73,119145
73,112183
73,122892
73,64969
73,93840
73,103249
73,116823
73,112290
73,62434
73,106072
74,1673
74,34437
74,44937
74,2644
74,949
74,8183
74,5890
74,8340
74,3201
74,5791
74,1221
74,5013
74,1247
74,3481
74,475
74,1617
74,30707
74,3271
74,1209
74,2594
74,49772
74,58
74,2160
74,5434
74,8804
74,6301
74,57147
74,58154
74,58103
75,1372
75,7123
75,44191
75,2078
75,8961
75,4306
75,8360
75,3034
75,8865
75,5952
75,1253
75,2193
75,260
75,541
75,1204
75,1036
75,589
75,1610
75,2467
75,6303
75,515
75,592
75,1275
75,1198
75,1291
75,2115
75,3681
75,1240
75,1196
76,7153
76,6377
76,8961
76,117176
76,99114
76,1884
76,745
76,1247
76,31410
76,27611
76,1196
76,81535
76,923
76,7669
76,1201
76,1258
76,1220
76,3671
76,2318
76,44195
76,551
76,788
76,317
76,1148
76,553
76,48
76,158
76,673
76,1367
78,3868
78,3869
78,370
78,466
78,5541
78,356
78,593
78,260
78,150
78,1
78,780
78,590
78,380
78,32
78,608
78,2571
78,377
78,344
78,648
78,1198
78,68358
78,1291
78,1200
78,1270
78,59315
78,2716
78,4085
78,44974
78,27904
79,3062
79,1200
79,1610
79,2427
79,2947
79,3029
79,3197
79,1197
79,1210
79,3104
79,3266
79,3576
79,589
79,1215
79,1291
79,2000
79,377
79,480
79,1261
79,1374
79,2406
79,2916
79,3984
79,6
79,1127
79,1580
79,3256
79,3578
79,3702
80,53000
80,82041
80,103249
80,100810
80,80363
80,84189
80,91974
80,103075
80,96917
80,81417
80,75395
80,90469
80,96691
80,78266
80,85397
80,8810
80,8861
80,3535
80,5679
80,60030
80,6754
80,42738
80,53953
80,3826
80,65682
80,1200
80,593
80,1258
80,83134
82,4993
82,2617
82,6958
82,4084
82,4085
82,4388
82,6888
82,6564
82,6879
82,6886
82,1485
82,5679
82,367
82,4344
82,163
82,3638
82,2770
82,2410
82,2273
82,1801
82,2004
82,6953
82,7325
82,2606
82,7142
82,6887
82,6752
82,6750
82,6949
83,5349
83,88125
83,1960
83,2728
83,1348
83,586
83,4975
83,4022
83,1280
83,6539
83,48394
83,5952
83,7143
83,40278
83,30749
83,1282
83,70286
83,750
83,161
83,8977
83,7099
83,4963
83,3462
83,1204
83,480
83,1199
83,1036
83,2115
83,595
84,532
84,1191
84,445
84,1388
84,435
84,10
84,234
84,1381
84,420
84,181
84,507
84,1268
84,1286
84,289
84,1088
84,1135
84,1092
84,691
84,31
84,1346
84,987
84,1011
84,1194
84,580
84,1018
84,415
84,248
84,1091
84,406
85,1693
85,1446
85,1633
85,1635
85,1719
85,1711
85,1730
85,1683
85,1584
85,1596
85,1414
85,1694
85,1696
85,314
85,1357
85,527
85,1185
85,1449
85,515
85,1207
85,1480
85,53
85,1140
85,1237
85,538
85,1358
85,1391
85,1519
85,1624
86,7361
86,457
86,3793
86,33794
86,1210
86,165
86,1097
86,480
86,3996
86,59315
86,1961
86,595
86,1196
86,5418
86,780
86,1265
86,60069
86,356
86,4963
86,51662
86,66097
86,72356
86,6373
86,71264
86,69951
86,7147
86,4886
86,74553
86,4901
88,46578
88,1625
88,79132
88,48394
88,48774
88,6870
88,5995
88,5989
88,68157
88,44191
88,3897
88,55820
88,4963
88,54286
88,58559
88,8665
88,4993
88,4878
88,48516
88,5952
88,7153
88,4995
88,6502
88,3275
88,8950
88,56782
88,4226
88,1884
88,4262
89,99122
89,74683
89,99130
89,135937
89,148632
89,156781
89,44773
89,106927
89,127134
89,158882
89,140133
89,95633
89,108078
89,143559
89,116738
89,72624
89,72178
89,173253
89,94661
89,153386
89,65588
89,144222
89,6604
89,32060
89,129011
89,96935
89,72692
89,116718
89,37444
90,562
90,818
90,68
